Year,Units,type of harassment,age group,sex,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Value
2015,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0555
2016,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0482
2017,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0514
2018,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0568
2019,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0508
2020,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0568
2021,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0591
2022,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0563
2023,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0592
2024,percentage,non-sexual harassment,18 to under 21 years,,,,,0.0653
2010,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1611
2011,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1534
2012,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1473
2013,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1322
2014,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.124
2015,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1046
2016,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.0921
2017,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.0982
2018,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1061
2019,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.0956
2020,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1069
2021,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1076
2022,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1032
2023,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.1057
2024,percentage,non-sexual harassment,18 to under 21 years,female,,,,0.119
2010,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0198
2011,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0193
2012,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0181
2013,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0145
2014,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.014
2015,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0104
2016,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0086
2017,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0092
2018,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0121
2019,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0099
2020,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0105
2021,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0137
2022,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0121
2023,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0159
2024,percentage,non-sexual harassment,18 to under 21 years,male,,,,0.0161
2010,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0521
2011,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0499
2012,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0493
2013,percentage,non-sexual harassment,21 to under 60 years,,,,,0.048
2014,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0435
2015,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0397
2016,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0375
2017,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0371
2018,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0381
2019,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0384
2020,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0405
2021,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0429
2022,percentage,non-sexual harassment,21 to under 60 years,,,,,0.045
2023,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0486
2024,percentage,non-sexual harassment,21 to under 60 years,,,,,0.0517
2010,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.084
2011,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0803
2012,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0803
2013,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0779
2014,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0708
2015,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0651
2016,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0621
2017,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0615
2018,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0633
2019,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0641
2020,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0672
2021,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0707
2022,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0746
2023,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0801
2024,percentage,non-sexual harassment,21 to under 60 years,female,,,,0.0858
2010,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0209
2011,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0198
2012,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0188
2013,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0186
2014,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0169
2015,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0151
2016,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0138
2017,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0136
2018,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0138
2019,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0135
2020,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0146
2021,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0161
2022,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0164
2023,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0181
2024,percentage,non-sexual harassment,21 to under 60 years,male,,,,0.0188
2010,percentage,non-sexual harassment,60 years and older,,,,,0.0077
2011,percentage,non-sexual harassment,60 years and older,,,,,0.007
2012,percentage,non-sexual harassment,60 years and older,,,,,0.0069
2013,percentage,non-sexual harassment,60 years and older,,,,,0.0066
2014,percentage,non-sexual harassment,60 years and older,,,,,0.0063
2015,percentage,non-sexual harassment,60 years and older,,,,,0.0057
2016,percentage,non-sexual harassment,60 years and older,,,,,0.0055
2017,percentage,non-sexual harassment,60 years and older,,,,,0.0052
2018,percentage,non-sexual harassment,60 years and older,,,,,0.0054
2019,percentage,non-sexual harassment,60 years and older,,,,,0.0054
2020,percentage,non-sexual harassment,60 years and older,,,,,0.0054
2021,percentage,non-sexual harassment,60 years and older,,,,,0.0059
2022,percentage,non-sexual harassment,60 years and older,,,,,0.0064
2023,percentage,non-sexual harassment,60 years and older,,,,,0.0071
2024,percentage,non-sexual harassment,60 years and older,,,,,0.007
2010,percentage,non-sexual harassment,60 years and older,female,,,,0.0082
2011,percentage,non-sexual harassment,60 years and older,female,,,,0.0074
2012,percentage,non-sexual harassment,60 years and older,female,,,,0.0075
2013,percentage,non-sexual harassment,60 years and older,female,,,,0.0074
2014,percentage,non-sexual harassment,60 years and older,female,,,,0.0072
2015,percentage,non-sexual harassment,60 years and older,female,,,,0.0066
2016,percentage,non-sexual harassment,60 years and older,female,,,,0.0063
2017,percentage,non-sexual harassment,60 years and older,female,,,,0.0063
2018,percentage,non-sexual harassment,60 years and older,female,,,,0.0062
2019,percentage,non-sexual harassment,60 years and older,female,,,,0.0065
2020,percentage,non-sexual harassment,60 years and older,female,,,,0.0065
2021,percentage,non-sexual harassment,60 years and older,female,,,,0.0069
2022,percentage,non-sexual harassment,60 years and older,female,,,,0.0076
2023,percentage,non-sexual harassment,60 years and older,female,,,,0.0084
2024,percentage,non-sexual harassment,60 years and older,female,,,,0.0082
2010,percentage,non-sexual harassment,60 years and older,male,,,,0.0072
2011,percentage,non-sexual harassment,60 years and older,male,,,,0.0066
2012,percentage,non-sexual harassment,60 years and older,male,,,,0.0062
2013,percentage,non-sexual harassment,60 years and older,male,,,,0.0056
2014,percentage,non-sexual harassment,60 years and older,male,,,,0.0052
2015,percentage,non-sexual harassment,60 years and older,male,0,,,0.0045
2016,percentage,non-sexual harassment,60 years and older,male,0,,,0.0046
2017,percentage,non-sexual harassment,60 years and older,male,0,,,0.0038
2018,percentage,non-sexual harassment,60 years and older,male,0,,,0.0044
2019,percentage,non-sexual harassment,60 years and older,male,0,,,0.0041
2020,percentage,non-sexual harassment,60 years and older,male,0,,,0.0041
2021,percentage,non-sexual harassment,60 years and older,male,0,,,0.0048
2022,percentage,non-sexual harassment,60 years and older,male,0,,,0.0048
2023,percentage,non-sexual harassment,60 years and older,male,,,,0.0054
2024,percentage,non-sexual harassment,60 years and older,male,,,,0.0056
2010,percentage,sexual harassment,,,,,,0.0092
2011,percentage,sexual harassment,,,,,,0.01
2012,percentage,sexual harassment,,,,,,0.0103
2013,percentage,sexual harassment,,,,,,0.0101
2014,percentage,sexual harassment,,,,,,0.0103
2015,percentage,sexual harassment,,,,,,0.0102
2016,percentage,sexual harassment,,,,,,0.0105
2017,percentage,sexual harassment,,,,,,0.0102
2018,percentage,sexual harassment,,,,,,0.0107
2019,percentage,sexual harassment,,,,,,0.0098
2020,percentage,sexual harassment,,,,,,0.0113
2021,percentage,sexual harassment,,,|,,,0.011
2022,percentage,sexual harassment,,,,,,0.0117
2023,percentage,sexual harassment,,,,,,0.0122
2024,percentage,sexual harassment,,,,,,0.0129
2010,percentage,sexual harassment,,female,,,,0.0159
2011,percentage,sexual harassment,,female,,,,0.0172
2012,percentage,sexual harassment,,female,,,,0.018
2013,percentage,sexual harassment,,female,,,,0.0177
2014,percentage,sexual harassment,,female,,,,0.0179
2015,percentage,sexual harassment,,female,,,,0.0176
2016,percentage,sexual harassment,,female,,,,0.0181
2017,percentage,sexual harassment,,female,,,,0.0175
2018,percentage,sexual harassment,,female,,,,0.0183
2019,percentage,sexual harassment,,female,,,,0.0164
2020,percentage,sexual harassment,,female,,,,0.0191
2021,percentage,sexual harassment,,female,|,,,0.0185
2022,percentage,sexual harassment,,female,,,,0.0195
2023,percentage,sexual harassment,,female,,,,0.02
2024,percentage,sexual harassment,,female,,,,0.0209
2010,percentage,sexual harassment,,male,0,,,0.0022
2011,percentage,sexual harassment,,male,0,,,0.0025
2012,percentage,sexual harassment,,male,0,,,0.0023
2013,percentage,sexual harassment,,male,0,,,0.0023
2014,percentage,sexual harassment,,male,0,,,0.0025
2015,percentage,sexual harassment,,male,0,,,0.0024
2016,percentage,sexual harassment,,male,0,,,0.0027
2017,percentage,sexual harassment,,male,0,,,0.0027
2018,percentage,sexual harassment,,male,0,,,0.0029
2019,percentage,sexual harassment,,male,0,,,0.0029
2020,percentage,sexual harassment,,male,0,,,0.0033
2021,percentage,sexual harassment,,male,|,0,,0.0034
2022,percentage,sexual harassment,,male,0,,,0.0037
2023,percentage,sexual harassment,,male,0,,,0.0042
2024,percentage,sexual harassment,,male,0,,,0.0047
2010,percentage,sexual harassment,13 years and younger,,0,,,0.0
2011,percentage,sexual harassment,13 years and younger,,0,,,0.0
2012,percentage,sexual harassment,13 years and younger,,0,,,0.0
2013,percentage,sexual harassment,13 years and younger,,0,,,0.0
2014,percentage,sexual harassment,13 years and younger,,0,,,0.0
2015,percentage,sexual harassment,13 years and younger,,0,,,0.0
2016,percentage,sexual harassment,13 years and younger,,0,,,0.0
2017,percentage,sexual harassment,13 years and younger,,0,,,0.0
2018,percentage,sexual harassment,13 years and younger,,0,,,0.0
2019,percentage,sexual harassment,13 years and younger,,0,,,0.0
2020,percentage,sexual harassment,13 years and younger,,0,,,0.0
2021,percentage,sexual harassment,13 years and younger,,|,0,,0.0005
2022,percentage,sexual harassment,13 years and younger,,0,,,0.0013
2023,percentage,sexual harassment,13 years and younger,,0,,,0.0012
2024,percentage,sexual harassment,13 years and younger,,0,,,0.0013
2010,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2011,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2012,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2013,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2014,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2015,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2016,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2017,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2018,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2019,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2020,percentage,sexual harassment,13 years and younger,female,0,,,0.0
2021,percentage,sexual harassment,13 years and younger,female,|,0,,0.0007
2022,percentage,sexual harassment,13 years and younger,female,0,,,0.0023
2023,percentage,sexual harassment,13 years and younger,female,0,,,0.002
2024,percentage,sexual harassment,13 years and younger,female,0,,,0.0017
2010,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2011,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2012,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2013,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2014,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2015,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2016,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2017,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2018,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2019,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2020,percentage,sexual harassment,13 years and younger,male,0,,,0.0
2021,percentage,sexual harassment,13 years and younger,male,|,0,,0.0003
2022,percentage,sexual harassment,13 years and younger,male,0,,,0.0005
2023,percentage,sexual harassment,13 years and younger,male,0,,,0.0004
2024,percentage,sexual harassment,13 years and younger,male,0,,,0.0009
2010,percentage,sexual harassment,14 to under 18 years,,,,,0.0393
2011,percentage,sexual harassment,14 to under 18 years,,,,,0.0342
2012,percentage,sexual harassment,14 to under 18 years,,,,,0.0341
2013,percentage,sexual harassment,14 to under 18 years,,,,,0.0348
2014,percentage,sexual harassment,14 to under 18 years,,,,,0.0345
2015,percentage,sexual harassment,14 to under 18 years,,,,,0.0316
2016,percentage,sexual harassment,14 to under 18 years,,,,,0.0295
2017,percentage,sexual harassment,14 to under 18 years,,,,,0.0288
2018,percentage,sexual harassment,14 to under 18 years,,,,,0.0295
2019,percentage,sexual harassment,14 to under 18 years,,,,,0.0251
2020,percentage,sexual harassment,14 to under 18 years,,,,,0.0289
2021,percentage,sexual harassment,14 to under 18 years,,|,,,0.0289
2022,percentage,sexual harassment,14 to under 18 years,,,,,0.0411
2023,percentage,sexual harassment,14 to under 18 years,,,,,0.0392
2024,percentage,sexual harassment,14 to under 18 years,,,,,0.0439
2010,percentage,sexual harassment,14 to under 18 years,female,,,,0.0709
2011,percentage,sexual harassment,14 to under 18 years,female,,,,0.0627
2012,percentage,sexual harassment,14 to under 18 years,female,,,,0.0631
2013,percentage,sexual harassment,14 to under 18 years,female,,,,0.0637
2014,percentage,sexual harassment,14 to under 18 years,female,,,,0.0636
2015,percentage,sexual harassment,14 to under 18 years,female,,,,0.0604
2016,percentage,sexual harassment,14 to under 18 years,female,,,,0.0545
2017,percentage,sexual harassment,14 to under 18 years,female,,,,0.0515
2018,percentage,sexual harassment,14 to under 18 years,female,,,,0.0524
2019,percentage,sexual harassment,14 to under 18 years,female,,,,0.0449
2020,percentage,sexual harassment,14 to under 18 years,female,,,,0.0516
2021,percentage,sexual harassment,14 to under 18 years,female,|,,,0.0519
2022,percentage,sexual harassment,14 to under 18 years,female,,,,0.0734
2023,percentage,sexual harassment,14 to under 18 years,female,,,,0.0685
2024,percentage,sexual harassment,14 to under 18 years,female,,,,0.0766
2010,percentage,sexual harassment,14 to under 18 years,male,,,,0.0094
2011,percentage,sexual harassment,14 to under 18 years,male,,,,0.0071
2012,percentage,sexual harassment,14 to under 18 years,male,,,,0.0066
2013,percentage,sexual harassment,14 to under 18 years,male,,,,0.0073
2014,percentage,sexual harassment,14 to under 18 years,male,,,,0.0069
2015,percentage,sexual harassment,14 to under 18 years,male,0,,,0.0046
2016,percentage,sexual harassment,14 to under 18 years,male,,,,0.0062
2017,percentage,sexual harassment,14 to under 18 years,male,,,,0.0075
2018,percentage,sexual harassment,14 to under 18 years,male,,,,0.0078
2019,percentage,sexual harassment,14 to under 18 years,male,,,,0.0063
2020,percentage,sexual harassment,14 to under 18 years,male,,,,0.0073
2021,percentage,sexual harassment,14 to under 18 years,male,|,,,0.007
2022,percentage,sexual harassment,14 to under 18 years,male,,,,0.0107
2023,percentage,sexual harassment,14 to under 18 years,male,,,,0.0117
2024,percentage,sexual harassment,14 to under 18 years,male,,,,0.0133
2010,percentage,sexual harassment,18 to under 21 years,,,,,0.0286
2011,percentage,sexual harassment,18 to under 21 years,,,,,0.0312
2012,percentage,sexual harassment,18 to under 21 years,,,,,0.0322
2013,percentage,sexual harassment,18 to under 21 years,,,,,0.0305
2014,percentage,sexual harassment,18 to under 21 years,,,,,0.0329
2015,percentage,sexual harassment,18 to under 21 years,,,,,0.0318
2016,percentage,sexual harassment,18 to under 21 years,,,,,0.0298
2017,percentage,sexual harassment,18 to under 21 years,,,,,0.0357
2018,percentage,sexual harassment,18 to under 21 years,,,,,0.0341
2019,percentage,sexual harassment,18 to under 21 years,,,,,0.0288
2020,percentage,sexual harassment,18 to under 21 years,,,,,0.0397
2021,percentage,sexual harassment,18 to under 21 years,,|,,,0.0375
2022,percentage,sexual harassment,18 to under 21 years,,,,,0.0394
2023,percentage,sexual harassment,18 to under 21 years,,,,,0.0389
2024,percentage,sexual harassment,18 to under 21 years,,,,,0.0427
2010,percentage,sexual harassment,18 to under 21 years,female,,,,0.0537
2011,percentage,sexual harassment,18 to under 21 years,female,,,,0.0589
2012,percentage,sexual harassment,18 to under 21 years,female,,,,0.0614
2013,percentage,sexual harassment,18 to under 21 years,female,,,,0.0578
2014,percentage,sexual harassment,18 to under 21 years,female,,,,0.0633
2015,percentage,sexual harassment,18 to under 21 years,female,,,,0.0612
2016,percentage,sexual harassment,18 to under 21 years,female,,,,0.0569
2017,percentage,sexual harassment,18 to under 21 years,female,,,,0.0694
2018,percentage,sexual harassment,18 to under 21 years,female,,,,0.064
2019,percentage,sexual harassment,18 to under 21 years,female,,,,0.0533
2020,percentage,sexual harassment,18 to under 21 years,female,,,,0.0748
2021,percentage,sexual harassment,18 to under 21 years,female,|,,,0.0692
2022,percentage,sexual harassment,18 to under 21 years,female,,,,0.0726
2023,percentage,sexual harassment,18 to under 21 years,female,,,,0.0713
2024,percentage,sexual harassment,18 to under 21 years,female,,,,0.0773
2010,percentage,sexual harassment,18 to under 21 years,male,0,,,0.0048
2011,percentage,sexual harassment,18 to under 21 years,male,0,,,0.0048
2012,percentage,sexual harassment,18 to under 21 years,male,0,,,0.0044
2013,percentage,sexual harassment,18 to under 21 years,male,0,,,0.0046
2014,percentage,sexual harassment,18 to under 21 years,male,0,,,0.0043
2015,percentage,sexual harassment,18 to under 21 years,male,0,,,0.0048
2016,percentage,sexual harassment,18 to under 21 years,male,,,,0.0054
2017,percentage,sexual harassment,18 to under 21 years,male,,,,0.0053
2018,percentage,sexual harassment,18 to under 21 years,male,,,,0.007
2019,percentage,sexual harassment,18 to under 21 years,male,,,,0.0065
2020,percentage,sexual harassment,18 to under 21 years,male,,,,0.0073
2021,percentage,sexual harassment,18 to under 21 years,male,|,,,0.0077
2022,percentage,sexual harassment,18 to under 21 years,male,,,,0.0082
2023,percentage,sexual harassment,18 to under 21 years,male,,,,0.0088
2024,percentage,sexual harassment,18 to under 21 years,male,,,,0.0109
2010,percentage,sexual harassment,21 to under 60 years,,,,,0.0108
2011,percentage,sexual harassment,21 to under 60 years,,,,,0.0119
2012,percentage,sexual harassment,21 to under 60 years,,,,,0.0126
2013,percentage,sexual harassment,21 to under 60 years,,,,,0.0123
2014,percentage,sexual harassment,21 to under 60 years,,,,,0.0126
2015,percentage,sexual harassment,21 to under 60 years,,,,,0.0126
2016,percentage,sexual harassment,21 to under 60 years,,,,,0.0136
2017,percentage,sexual harassment,21 to under 60 years,,,,,0.0129
2018,percentage,sexual harassment,21 to under 60 years,,,,,0.014
2019,percentage,sexual harassment,21 to under 60 years,,,,,0.0132
2020,percentage,sexual harassment,21 to under 60 years,,,,,0.0153
2021,percentage,sexual harassment,21 to under 60 years,,|,,,0.0148
2022,percentage,sexual harassment,21 to under 60 years,,,,,0.0156
2023,percentage,sexual harassment,21 to under 60 years,,,,,0.0166
2024,percentage,sexual harassment,21 to under 60 years,,,,,0.0175
2010,percentage,sexual harassment,21 to under 60 years,female,,,,0.0192
2011,percentage,sexual harassment,21 to under 60 years,female,,,,0.0208
2012,percentage,sexual harassment,21 to under 60 years,female,,,,0.0224
2013,percentage,sexual harassment,21 to under 60 years,female,,,,0.0218
2014,percentage,sexual harassment,21 to under 60 years,female,,,,0.0223
2015,percentage,sexual harassment,21 to under 60 years,female,,,,0.0222
2016,percentage,sexual harassment,21 to under 60 years,female,,,,0.0239
2017,percentage,sexual harassment,21 to under 60 years,female,,,,0.0226
2018,percentage,sexual harassment,21 to under 60 years,female,,,,0.0245
2019,percentage,sexual harassment,21 to under 60 years,female,,,,0.0224
2020,percentage,sexual harassment,21 to under 60 years,female,,,,0.0263
2021,percentage,sexual harassment,21 to under 60 years,female,|,,,0.0253
2022,percentage,sexual harassment,21 to under 60 years,female,,,,0.0264
2023,percentage,sexual harassment,21 to under 60 years,female,,,,0.0278
2024,percentage,sexual harassment,21 to under 60 years,female,,,,0.0289
2010,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0027
2011,percentage,sexual harassment,21 to under 60 years,male,0,,,0.003
2012,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0029
2013,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0028
2014,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0032
2015,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0032
2016,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0036
2017,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0035
2018,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0038
2019,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0042
2020,percentage,sexual harassment,21 to under 60 years,male,0,,,0.0046
2021,percentage,sexual harassment,21 to under 60 years,male,|,0,,0.0048
2022,percentage,sexual harassment,21 to under 60 years,male,,,,0.0051
2023,percentage,sexual harassment,21 to under 60 years,male,,,,0.0058
2024,percentage,sexual harassment,21 to under 60 years,male,,,,0.0064
2010,percentage,sexual harassment,60 years and older,,0,,,0.0031
2011,percentage,sexual harassment,60 years and older,,0,,,0.0033
2012,percentage,sexual harassment,60 years and older,,0,,,0.0033
2013,percentage,sexual harassment,60 years and older,,0,,,0.0034
2014,percentage,sexual harassment,60 years and older,,0,,,0.0032
2015,percentage,sexual harassment,60 years and older,,0,,,0.0034
2016,percentage,sexual harassment,60 years and older,,0,,,0.0035
2017,percentage,sexual harassment,60 years and older,,0,,,0.0033
2018,percentage,sexual harassment,60 years and older,,0,,,0.0035
2019,percentage,sexual harassment,60 years and older,,0,,,0.0032
2020,percentage,sexual harassment,60 years and older,,0,,,0.0034
2021,percentage,sexual harassment,60 years and older,,|,0,,0.0033
2022,percentage,sexual harassment,60 years and older,,0,,,0.0032
2023,percentage,sexual harassment,60 years and older,,0,,,0.0037
2024,percentage,sexual harassment,60 years and older,,0,,,0.0036
2010,percentage,sexual harassment,60 years and older,female,0,,,0.005
2011,percentage,sexual harassment,60 years and older,female,,,,0.0052
2012,percentage,sexual harassment,60 years and older,female,,,,0.0052
2013,percentage,sexual harassment,60 years and older,female,,,,0.0055
2014,percentage,sexual harassment,60 years and older,female,,,,0.0052
2015,percentage,sexual harassment,60 years and older,female,,,,0.0054
2016,percentage,sexual harassment,60 years and older,female,,,,0.0056
2017,percentage,sexual harassment,60 years and older,female,,,,0.0052
2018,percentage,sexual harassment,60 years and older,female,,,,0.0054
2019,percentage,sexual harassment,60 years and older,female,,,,0.0051
2020,percentage,sexual harassment,60 years and older,female,,,,0.0052
2021,percentage,sexual harassment,60 years and older,female,|,,,0.0052
2022,percentage,sexual harassment,60 years and older,female,,,,0.005
2023,percentage,sexual harassment,60 years and older,female,,,,0.0055
2024,percentage,sexual harassment,60 years and older,female,,,,0.0054
2010,percentage,sexual harassment,60 years and older,male,0,,,0.0008
2011,percentage,sexual harassment,60 years and older,male,0,,,0.001
2012,percentage,sexual harassment,60 years and older,male,0,,,0.0008
2013,percentage,sexual harassment,60 years and older,male,0,,,0.0007
2014,percentage,sexual harassment,60 years and older,male,0,,,0.0008
2015,percentage,sexual harassment,60 years and older,male,0,,,0.001
2016,percentage,sexual harassment,60 years and older,male,0,,,0.0008
2017,percentage,sexual harassment,60 years and older,male,0,,,0.0009
2018,percentage,sexual harassment,60 years and older,male,0,,,0.0012
2019,percentage,sexual harassment,60 years and older,male,0,,,0.0007
2020,percentage,sexual harassment,60 years and older,male,0,,,0.0011
2021,percentage,sexual harassment,60 years and older,male,|,0,,0.0009
2022,percentage,sexual harassment,60 years and older,male,0,,,0.001
2023,percentage,sexual harassment,60 years and older,male,0,,,0.0015
2024,percentage,sexual harassment,60 years and older,male,0,,,0.0015
